Amplitude, nodes, Phase
-0.08721976855157233,3,3.8765411941266774
-0.03429694396183608,19,0.02057730688986246
-0.0434468235848445,9,4.471541379968011
-0.10292596632447809,12,4.850599444084301
-0.10648323485319296,10,2.9286592016310333
-0.09087018425387086,4,5.073262580336766
-0.07050353889692274,18,1.446327852781076
-0.056346803685572225,4,5.542169465068167
-0.08320171579197244,2,0.7466452014821541
-0.10977303226875375,8,0.994172074295215
-0.05142686544298818,8,2.1804475031682147
-0.1254965508788666,17,0.8375855055942013
-0.12156559907167615,7,2.917012612339119
-0.13018678127912747,4,4.337839196303484
-0.03563667047355505,7,4.120286736166416
-0.031916884788136146,10,0.9071119119413716
-0.13741324456488152,13,0.46866680762719093
-0.10764688410920711,2,2.924815015429811
-0.04046607324177643,20,4.648879551550847
-0.027378202741086204,4,5.483973560196504
-0.037397673894161494,2,1.4808058792920917
-0.09830628573612493,9,1.067595284427634
-0.07290119629737216,19,1.5832825485957576
-0.1356360956816815,1,4.713295147762754
-0.06040982600826342,8,0.5746317638527
-0.015198170546662065,11,3.22740284277701
-0.03631095353325795,18,1.2453511518341618
-0.13615381800275841,12,0.20342599359948776
-0.01578541070726012,2,1.0480332276495954
-0.09823535321922329,19,2.5970483182727815
-0.07858056504567223,12,5.633835526580347
-0.07081670783912648,3,2.523119166194782
-0.1026868378152721,18,4.369837873372901
-0.07283024299460139,20,2.308410729944131
-0.1206770197473115,11,0.45910900826499623
-0.07686739650813626,9,3.546394849128326
-0.09743495345725256,11,0.19416038817158335
-0.12299570222996849,12,1.1796685108675793
-0.14856800794738945,6,1.2142368763186304
-0.015104517778458256,2,1.61982563323673
-0.07680240200740233,1,5.81749715698543
-0.0917779066000511,6,0.2548967755736766
-0.12567465557884155,20,6.207892108628104
-0.028991433762734414,14,1.6710270924478858
