Amplitude, nodes, Phase
-0.0033814239493908625,16,2.3519467884749883
-0.012440711362266604,2,5.676845703613869
-0.00410368434772331,3,5.234724518443851
-0.004869438008082349,7,0.5320135204708872
-0.008326112034050542,11,2.5971430607336408
-0.0035835462057903777,8,2.8558121463933337
-0.009156063258174542,20,0.08792849542243078
-0.004805648834089524,4,4.656906461696098
-0.007982030477219513,1,2.0454073873632677
-0.005386108620238306,15,3.363757605990475
-0.012046722085675367,1,5.356121895163043
-0.002978371153488415,3,0.3064707673769482
-0.013956496929725636,11,3.2777431282250893
-0.013453591257783268,9,4.773741932568577
-0.0032046440010200187,4,2.4255599671337076
-0.009246422942403403,12,3.6815857410915913
-0.014832789981503561,16,3.3225039431283028
-0.0021046920169468797,16,5.377057071837163
-0.0021805372423199677,19,4.899669410606857
-0.0053182311318532155,5,5.224465994371448
-0.0032399462957386025,17,1.4333406680707517
-0.004795254512376813,15,2.0301765365860946
-0.0017346540453036796,12,0.09215625432902237
-0.005534100154907538,17,1.4378260565725312
-0.012462221142568264,5,2.7395786980776258
-0.005305705301718661,12,3.5555982075339476
-0.008983879855426986,14,2.4249776049789844
-0.0027970442052144967,1,5.1891098598566305
-0.014914441502827712,7,1.682374355181742
-0.004673790278634293,6,1.3501324371727548
-0.007548407831218597,14,1.577741409660664
-0.008226967668841428,14,1.4284876966019826
-0.011127640602041373,12,5.009865113477151
-0.00505340204334506,15,3.9810190563349974
-0.0030437830703650467,9,3.6510053934912663
-0.005718432537033276,2,2.0286747384097037
-0.00201503156437465,3,0.17513242455676395
-0.013805886691998885,19,4.56762964433421
-0.004088143119433091,8,3.336275879748319
-0.009227094544988745,14,1.6370310782305717
-0.0046179597553137365,11,0.01063755200795578
-0.008392048828535233,1,0.17818914740150707
-0.0064889613038529356,12,0.594990845745416
-0.012518343956779095,18,4.552053904997395
-0.0028221785364497317,11,0.41970096767285314
-0.002881130093199019,16,4.010352286575246
-0.01400309989811439,10,4.701970396987758
-0.005631049764980788,8,4.158444341754011
-0.005865890622808206,15,0.1631770207571349
-0.007000177851097975,5,3.5518713058875138
-0.0021957882906528062,18,1.800456072057537
-0.003881552856925678,20,4.054472151711057
-0.007404264415738907,2,5.355402055403838
-0.008629677175222707,12,1.9692650357105441
-0.003162081619184201,12,3.606609801062825
-0.010039279135400238,16,2.1906074766783132
-0.002714060784192354,19,1.7902656198576434
-0.0025388383377680027,15,5.547845854632443
-0.00585242433568854,7,0.7241563373390306
-0.00285279923490594,2,1.158363781395194
