Amplitude, nodes, Phase
-0.2255091078828504,19,2.8938962587079993
-0.48349654755781957,15,4.084820132548201
-0.2075078725669845,5,5.940352715164889
-0.1369814701248399,20,2.9293146664841414
-0.1356741591872515,8,2.6629913654895554
-0.08330317136361699,20,1.5001883843974442
-0.543683085783468,15,5.8794457052251845
-0.0991653788238297,8,4.360179720815349
-0.08154860693655169,1,4.894571741728229
-0.24104544308411108,14,4.434444457775798
-0.37495769906666837,4,6.072171640238684
-0.047192934584988175,16,3.2797799907997542
-0.2765188013520957,3,2.7360512765078147
-0.22714816189036158,20,3.3693611992873467
-0.15205824576795296,2,1.6607710214313471
-0.0808488886410824,18,4.4368398094115
-0.399069261014363,12,1.4967167136981698
-0.17312983139824367,10,0.987836456625309
-0.3518253070462831,12,4.212426715459795
-0.3873194258028426,20,2.365366461515517
-0.330504790782816,19,0.35799258348566504
-0.4209210580910705,15,5.940092046822119
-0.0428077410502819,1,1.324794500893974
-0.05630819246028009,15,0.5690956057940606
-0.41954021996879565,16,5.336982993918998
-0.5271712937631993,5,1.5643265810187614
-0.22921677615160302,6,1.0336328219555193
-0.08806144295952877,20,1.7618044924909122
-0.046903142515724264,14,5.022943168621855
-0.2430385773948176,3,0.7772913524155941
-0.38940538771372935,20,4.071497939977065
-0.20844669416011846,12,2.024002712264234
-0.08364009098169156,10,4.771871426748965
-0.2156836682783742,12,4.895823561180303
-0.2929368609764574,12,5.711845679448984
-0.49421867554501736,3,3.65742135091852
-0.12059616915589315,9,0.9871127261237426
-0.1644000594283187,10,0.6491104592571739
-0.051743977670061315,15,3.1126747575628744
-0.26490411047405615,20,1.5085047291774647
-0.045277515150919656,5,5.447922927822621
-0.17365413819443792,20,3.9226252627168035
-0.07443048584872533,11,4.861187030402942
-0.5177761479176691,8,0.9788441332521415
-0.3386871983122471,9,4.529386421614069
-0.05204936115439933,1,0.29214709416969575
-0.2950235705733502,3,1.372342328624196
-0.35501683855481775,8,1.55764927984134
-0.15781607197964437,2,5.860183174865743
-0.03184421473463836,7,1.3389803932147153
-0.101567909977753,14,6.1979745919374025
-0.07924821059883935,4,5.6779391014809555
-0.13752408421065204,2,5.141477012677536
-0.4091584824464471,13,3.6257862885611676
-0.4884502416045149,1,4.3519051416888646
-0.14330251666309846,1,2.5176022331458365
-0.026185373353689013,4,0.2249817267272659
-0.321546102674231,8,3.426038593365963
-0.5419251697425272,12,4.194638404826898
-0.10973376507454398,9,3.442878273095458
