Amplitude, nodes, Phase
-0.1443068157213226,14,1.3187987735271647
-0.13579571487406394,12,1.6381290440619924
-0.11218518630116003,19,5.057707072905862
-0.017053864194181687,15,4.520588069086398
-0.18973504952564407,13,3.8489221386858516
-0.19072017006466896,11,1.6558724438305041
-0.016357593134640164,15,0.7377963918314105
-0.023390620284381644,12,2.344148563682484
-0.16429776087831854,15,3.805087395631565
-0.10367614702312788,19,0.08417171987019084
0.021707984852144743,15,4.78018525283011
-0.15183436619172452,16,0.2384382575798154
-0.06540905621684551,13,3.271679556736314
-0.1734463274580968,18,2.322396922573731
0.02630419794330073,16,1.6636395422540107
-0.15049769720520534,20,2.8431928904829102
-0.11490413647855191,17,4.111911523478745
0.03910426130490059,13,4.948210358628701
-0.05671268703035218,20,5.802009469158883
-0.10068178921361942,17,1.2525558399389227
-0.1367758960963093,14,2.95487552217615
-0.06767241051956177,17,0.23307335566018597
-0.04709052059322785,13,4.891396590683946
-0.17745247917966012,13,4.12943536935715
-0.06315521657593073,18,5.584309555452194
-0.13724650163462326,20,3.909870520498807
-0.18145031925762034,19,2.749043828692231
-0.17123212491855327,19,2.223599655815777
0.011285950289445283,13,2.797207359307378
-0.10558643555119523,12,4.079843143088238
0.000251857758807178,16,4.532134637713605
-0.12159191321065732,10,0.5483349154920957
-0.06673556407854386,16,4.363764177173421
0.02659699383162671,12,1.8402391492018826
-0.21186153265504026,13,1.9021509724341727
-0.06296239910184354,20,4.691365243685462
-0.20256835267750128,16,1.0821793920546967
0.04060938934158588,17,5.145240040556342
-0.012191004299473146,14,5.505297434992786
-0.1800145309735373,18,1.4455131981794227
0.04423933299729274,13,4.358372388651076
-0.13595685714513245,10,0.7811702093797636
-0.07806991640463729,11,2.904425489585154
0.025922075696492936,12,4.413498662021592
-0.17572745393102457,14,0.9127032110995907
-0.20802291670340145,20,3.712309907338872
-0.18315777533407002,10,4.284808077427403
0.04397511945520934,17,3.1709632726759605
-0.0016177079884779205,12,2.5098579958785776
-0.1692189521234359,16,4.562453633683381
0.017211309814466814,19,0.7834918539326553
0.009195866427058913,20,3.3230218528285764
0.01203382394772852,11,2.164083288451348
-0.13631430246028853,18,0.18509940693695842
0.05066982223692715,12,5.11419169498319
0.045851793206142785,20,3.0724236592609193
-0.11729076940978655,11,5.4157174661489975
-0.055568459116390065,19,2.6751559708182127
-0.10223641369840575,19,1.691155425401236
0.0075997291720485555,15,4.435308082854555
-0.2162598856502002,17,1.133906786492047
