Amplitude, nodes, Phase
-0.021443899365448743,12,3.7087036987885575
-0.02394982300835084,2,4.997451863251973
-0.05560299801604952,18,0.9070057221378764
-0.05183786780267749,13,0.04093607928320153
-0.04646033724612713,2,1.6590622483895738
-0.06958529423560511,8,3.166630973364088
-0.05042926365894302,10,3.224702708290246
-0.037638972668298507,16,5.66673122686785
-0.03907366472475447,7,4.238308844924567
-0.03695179250925806,3,2.9421179462439517
-0.05206357703862723,4,3.032484026190319
-0.06214241372756567,9,3.1627019418807247
-0.03729550590717397,14,5.7775227821583215
-0.0460395837181547,8,5.416212303529998
-0.02942753841148421,5,3.988363114067462
-0.025992079472247187,10,1.2811966910325892
-0.05304796684007703,17,1.172259847772508
-0.03778734126246268,13,1.5029635757184507
-0.06198308356102629,6,5.264670932906604
-0.07561975252820444,10,4.435561373639769
-0.06610502564375614,13,0.25990976249639863
-0.029678304934689804,15,0.5949686980045157
-0.04326473605412158,13,2.554045400017767
-0.029448025675363664,9,4.02512662137944
-0.036760874482852014,14,0.8944635013518227
-0.022747616775682857,10,2.1261563751735286
-0.05449772517109173,11,5.333888982121346
-0.021359206407482095,15,3.846630310952605
-0.06607129270176507,1,5.881299945627545
-0.04463133323057563,9,0.9311071734565506
-0.019915292029417324,7,1.6466900950867
-0.025743036466324497,5,3.03955280811377
-0.05464798792612661,13,5.290309806227299
-0.0239693900157521,4,6.06259399330912
-0.07066426384159619,4,1.9578507158271632
-0.020776356082210186,14,1.4473379701585818
-0.05875897800208022,19,1.341164562562126
-0.07558720768154113,11,3.3767074086765363
-0.026712892287029454,16,3.8023584014076377
-0.0680476874976389,11,1.2527825770823313
-0.04633849124313823,13,5.608010631758321
-0.015370388055157993,18,0.7412997466626853
-0.05276335160521449,16,3.1021957574481545
-0.06063213730337901,1,5.588753894159921
-0.022659912779314804,12,1.0933124989106937
-0.017018556712544704,17,6.115933526197407
-0.03785663094966337,12,2.7886907322781704
-0.029773908872451568,16,3.9497127253431548
-0.016865026756827828,19,1.107269900506816
-0.023629878074959844,3,3.784650466683982
-0.051968298997065336,7,4.731019758735267
-0.01629443935828871,9,0.28327363017140955
-0.056384338491234344,13,5.468054184756744
-0.030690375070264255,14,5.783250199587001
-0.05528866404832488,12,5.520291056090188
-0.03740693891913172,13,2.8389522121499193
-0.035351796788687745,2,5.202473004730917
-0.027102767827157433,11,1.7187620267689814
-0.07116856421452711,15,5.020145469135787
-0.04872512195374226,7,0.7970916216528564
