Amplitude, nodes, Phase
-0.0172607523673356,8,5.873359157511494
-0.14179433190342894,20,4.271685358977867
-0.05821631643513381,20,3.0626307813970204
-0.04238587530272858,9,0.7335581515359718
-0.06069878905162453,4,1.681664112069933
-0.05115764169750022,4,3.1577122421958426
-0.13958453701890555,3,3.3117622382040324
-0.12751976189076253,7,6.007802180291681
-0.12201970391974205,5,3.9956984552121138
-0.02691829927766294,10,1.7185327960534758
-0.03535147707904411,6,5.339862209862055
-0.08439997263300986,16,1.186120829388095
-0.052148438775716975,3,3.7059913387266845
-0.10057373501147467,14,1.865678514104366
-0.08824959015032355,4,4.7093939495256825
-0.018717308461037866,13,1.6650254187441174
-0.02056022598820833,18,3.9624739844261367
-0.04987978081137588,9,0.4954262169182401
-0.08206389722423986,17,5.450949867846429
-0.11743684401691933,17,5.170605880852448
-0.12063632740378859,5,1.638826181388165
-0.05993206813258652,13,0.3035725231292086
-0.03171390487182056,15,3.228644615165424
-0.1357722884921836,2,1.1274745789963405
-0.1200182726667765,5,2.3032471402311363
-0.14277674150946823,9,4.245460370537848
-0.09272701833895726,13,6.20130058027146
-0.09673676523911633,6,4.454343109696171
-0.10559737181825181,14,3.0580530949939693
-0.08456705538966854,7,3.1969579622685496
-0.01692283739826785,12,2.6706170109613607
-0.08877576541663128,14,0.3319531129386386
-0.12255464976564354,18,2.8916493427777383
-0.1184849990976071,18,1.4745607451102787
-0.10812570145471327,15,2.45736881069128
-0.026145845185437666,10,5.252164506868159
-0.1332919185124528,14,3.650173533089033
-0.10238865172230795,3,4.4486369329337645
-0.13125130233605914,7,4.520423126861519
-0.060725959426870306,11,2.429507892289834
-0.11902149533474606,3,2.2027606575089704
-0.0844324299589352,19,2.8243210983305858
-0.05122482417081222,7,1.3877057115418623
-0.05240359779349948,17,1.4916431719594339
