Amplitude, nodes, Phase
-0.079147737979525,13,4.002207085113014
-0.06547546361993084,3,4.842700255298107
-0.03028422786452587,15,0.1531041945624476
-0.10465795154730127,3,3.3165677740908155
-0.08638246204537152,3,3.4225727778708177
-0.20826128434942598,18,1.3039827014792582
-0.07700708659109728,14,1.004858609594016
-0.0500163896600934,12,1.3435551049100278
-0.09849057132211429,20,3.7250184079328403
-0.20604231314318788,7,0.026990987982596738
-0.015668585852463734,18,1.4523438653828844
-0.1771776124228413,13,5.961577872545779
-0.07781147120454973,12,4.2824703949084
-0.0827769515599699,8,4.147180032418568
-0.10527705942720807,11,4.6666590027654795
-0.16708997597161201,18,2.4607334555361913
-0.04817947530743643,12,1.8026735823301863
-0.04338338692776625,9,2.7481665359679166
-0.05337737696731963,3,1.3585157981766809
-0.11773255877821452,13,3.5334558544663413
-0.040692952419699384,17,0.6479562152326328
-0.07300465844868084,1,2.643770392212338
-0.08449906994218868,8,0.472828200854304
-0.13199343949936998,17,4.261997046916884
-0.10820757216398998,9,2.996411933009142
-0.14603145595553835,2,1.5983269394629522
-0.17735064394897032,5,5.23246238432988
-0.09768489776092937,3,2.756209946486707
-0.1696559529721371,16,5.304710693541139
-0.07272886216768724,20,1.350479894804855
-0.15506409260777188,14,5.15310310734174
-0.20319223526493474,20,0.2390686079205653
-0.194669378263845,16,3.8661551852472305
-0.13959455641038193,4,3.0784215271506365
-0.10874751959554943,19,2.574573110782642
-0.12882536269375153,9,3.6012695107017643
-0.08575254186026661,2,0.9032285740355341
-0.06428904459844745,18,5.809777866793158
-0.10646131725056196,1,2.9919467672154156
-0.10098066295637055,18,5.325623968504146
-0.1068046879020525,15,0.022851029859693662
-0.18701724693326027,2,5.465216362353025
-0.045424148311848316,13,1.761524773816028
-0.15562560775815132,20,0.0739649378081098
-0.06986588186844506,18,6.005613892503841
-0.17634143813850572,20,5.420050781558013
-0.11091093699896686,1,4.13024252888598
-0.210870844811187,12,3.382968688865415
-0.13605574425168387,16,5.865188308331495
-0.10634072505037027,19,5.731515002332255
-0.16892364519729675,16,3.600081173976658
-0.05059558492123465,10,1.1788978345953183
-0.21002211934062426,18,6.211108867764487
-0.08457901411410261,1,2.030173450127781
-0.08192842297561116,14,0.8182139898854164
-0.11023852343808242,20,5.508578754742414
-0.14311493967474337,12,0.5859192099456861
-0.16932047694677405,15,4.432012781130198
-0.0734090900026543,9,5.582182173669989
-0.08739079272460251,5,4.26275524345562
