Amplitude, nodes, Phase
-0.019205538523968065,16,1.7922252062768773
-0.036330132520582,9,5.41777405474163
-0.046222795052433256,2,1.7769672756295645
-0.034584285909328466,1,2.082604505879692
-0.06069447379222799,2,1.7473999734662744
-0.02844123543782509,7,3.602143811582049
-0.04896749098387618,7,2.5471006084601036
-0.0299240780912544,10,0.024834274446973895
-0.03522049832698291,3,1.6269347849206233
-0.03615623967997006,7,1.3797069413922183
-0.02393195041217336,9,5.007749163727022
-0.0181343086458605,8,5.341237428289063
-0.034666708926885614,7,5.14206005764595
-0.039622508904479346,6,3.5669628729583396
-0.030495489372962835,13,4.530635893293584
-0.062405598689057436,9,3.51823398387811
-0.07026047844041713,2,3.379287668195453
-0.025350809276725863,17,3.0203950783280153
-0.023735429818851985,12,2.7148712762962846
-0.03527639867930916,19,4.894920050239989
-0.0475396648126594,3,3.7961434459729415
-0.024281498252071515,6,1.7144969200845133
-0.027586515136982175,6,3.874775208192584
-0.031444146346816415,14,5.537724292012706
-0.024394100628203776,17,0.38003842563411105
-0.0625849504144679,4,5.108836862814161
-0.07284378370303213,6,2.1452368704119316
-0.05784196586881826,11,5.361145899857566
-0.07441900534841475,5,4.222019483902686
-0.04168313485723624,11,5.925227720440254
-0.07805750670802336,13,5.273235620911052
-0.01609419361366008,14,5.8996359582720155
-0.03651131096807604,8,3.9617347420479683
-0.07803753664927515,18,4.367793439201836
-0.036967227291843346,14,1.3283178995683105
-0.06321380802756249,3,4.352741431806506
-0.03781344738534781,14,5.73086179454968
-0.03245179148261584,15,4.012428044196368
-0.045128981194325325,1,3.3654818254861705
-0.05551587105454058,1,0.7561373602212499
-0.0501662058605787,13,4.6154715977452865
-0.02869123267941928,14,1.4921298046223428
-0.07135329230133383,1,1.420947975424751
-0.07045054506104312,6,0.9339303457212816
-0.016059872464456122,10,0.21477697478131336
-0.049451849041835805,12,0.458404360644804
-0.028724932650353405,15,1.5992837794043342
-0.020329764920655413,9,5.454015013244631
-0.05312145508616956,2,3.9376465516512216
-0.048631440085083556,4,2.9077692792948224
-0.03783242622998012,4,5.855150275625035
-0.05855887864212026,11,1.993575657488693
-0.022071933048429717,9,4.881265919149764
-0.06898100569887633,17,0.6162679838478223
-0.031596521269382005,2,2.515952437115305
-0.01873114788597286,3,0.47694874731911213
-0.033807994959239626,11,0.7715633183119273
-0.06881601324919451,2,4.042444395845107
-0.02881061347478822,16,2.2262341160706973
-0.07054661342115068,11,5.292265422234394
