Amplitude, nodes, Phase
-0.06438707940442373,10,4.881567186703479
-0.1089961191403627,9,5.447458635128189
-0.040272036445917855,5,5.510408981191349
-0.14317963879364742,9,1.6078128932414277
-0.06442150043813319,10,5.0677034237482195
-0.11082004015354983,11,2.3636755020896714
-0.07325911291442956,16,4.807735984995694
-0.14172116655222178,16,4.914546936374219
-0.08166476292201323,16,6.264433709540623
-0.10640554752916925,8,1.8432641592663985
-0.015392141541411237,13,1.7823914907859486
-0.10524684656902335,10,3.357668288939911
-0.019652516768040935,3,5.824424366486762
-0.10327515435151294,10,1.8804360611673554
-0.06726563048866926,1,5.10506423350319
-0.09392452939421926,16,0.30093937523616654
-0.017559877837319236,15,5.710593855595242
-0.11320326438504631,1,1.5248175771167964
-0.06621804967405331,14,3.484984936246196
-0.12337432681181525,2,5.672894491495992
-0.0660265749766597,13,2.98599868743667
-0.02556280544921406,20,2.614871884344907
-0.12694243352116058,19,1.85667369454643
-0.13971605507358897,9,5.736601002331126
-0.06947921480857724,9,1.3908864774630594
-0.04820802350696004,20,4.213540564648299
-0.13213012786259604,11,2.327160359327845
-0.023658909859355474,8,0.47754573770979164
-0.03551546166862879,16,4.9505944400549105
-0.041533188008588545,12,5.95211990610856
-0.12394159796880451,3,1.3903694110303624
-0.06007205486021409,5,3.3664554031185263
-0.0490770378950145,14,2.7471307497143114
-0.0876463631633666,12,3.563822029786979
-0.07771895070875738,8,4.687148077009388
-0.06467636579483335,7,0.2920882707723474
-0.1477462128283787,8,0.6761480509451818
-0.11041532175452795,11,3.3939546940355236
-0.02556880954652105,14,3.5606995768386382
-0.04554323038955188,19,4.876700404270207
-0.07708329889473561,17,0.9903700837686057
-0.14343684985307098,16,6.084025578049482
-0.09271902517668011,7,3.377180179410668
-0.09510776878370134,20,4.059959519079943
-0.06139947374388914,7,5.70751606130589
-0.01664788401379916,16,5.659297692379563
-0.06452238314299237,8,5.398522391108997
-0.033107151560922005,1,4.668505678367786
-0.09948110869462282,14,4.275477376489712
-0.11359151544090165,19,2.5768409398665004
-0.02184079776786954,19,2.43185320936953
-0.13849482738468932,17,0.1864139340985613
-0.1438341824282945,11,0.7158620489017553
-0.08679861886611456,16,3.6585142288948718
-0.04065600772927827,15,2.019051928991371
-0.05206045388087183,2,3.1863468012911054
-0.03653965267863399,15,3.9766346261221104
-0.04970271329647143,8,1.9164678100286539
-0.1035427443433446,12,4.624977212478056
-0.11213422305879533,18,5.769460895721336
-0.06628164510011045,2,6.051167375468045
-0.11769518825986096,7,4.514658962837368
-0.1342061314034938,10,3.0297367088139424
-0.07114129674603215,7,4.027541828310435
-0.1343542703747087,9,1.0981340472615502
-0.019982488142467884,15,4.142526518622914
-0.11071007091014665,13,5.119815682025008
-0.09831393439347559,12,4.783288310987002
-0.07989757423256258,18,5.054793313197059
-0.06001268338568785,20,3.6960104832309
-0.14050966474644344,18,5.683629421439622
-0.033163699003463665,18,1.805852332215482
-0.1118501295833878,12,4.016844472887838
-0.06147566385097842,7,1.402059625760154
-0.09931146422074152,16,1.514785635575608
-0.01612042367724599,8,1.7545425691901282
-0.0708739325991133,7,0.6034999254256586
-0.14388874463994616,12,4.937684795310377
-0.14928218197059523,13,4.275751463661705
-0.05616500757874931,5,2.7754624999298922
-0.06594987740980647,16,3.2266720101025808
-0.048005141717816016,18,0.9843746464507224
-0.09710349314990538,2,3.7393309238389874
-0.11474203866801283,12,6.25212856736159
-0.08771452103904218,3,2.1111627761967493
-0.0740998743180265,1,2.9780956247046513
-0.05896919810581679,3,1.8262537030371186
-0.0745844012830304,1,1.2399403857787241
-0.14776623462372873,14,4.530846917792991
-0.11338586286260889,12,0.41719604749428013
-0.01918828526147247,17,1.1480184908924302
-0.060318167717703874,7,2.273440582148401
-0.13377410832778158,14,3.696035264153869
-0.049820508490712755,9,0.8637390224259055
-0.1297851577191914,8,4.8548016296060945
-0.09963979516803624,9,1.7216798360786696
-0.1184434980142353,1,2.575108906593101
-0.030547383144865718,10,3.7306951422644365
