Polymer,0
ForceValue,0
4.25045,1.025,1.4184,0.361206
4.24243,1.02228,1.60487,0.399286
4.25659,1.0199,1.77962,0.436638
4.21194,1.00313,1.95619,0.475868
4.21043,1.0005,2.13939,0.515744
4.21041,0.993161,2.30996,0.552209
4.22137,0.995901,2.48455,0.589547
4.20119,0.990914,2.67329,0.630432
4.21125,0.992565,2.84137,0.667162
4.2095,1.00465,3.012,0.703823
4.2111,1.01264,3.17487,0.740377
4.23007,1.00563,3.35276,0.779596
4.22671,1.0057,3.53546,0.821576
4.19976,0.996762,3.70009,0.861211
4.21025,0.993068,3.87594,0.900107
4.20589,0.989887,4.02581,0.934428
4.22169,0.988947,4.20603,0.974239
4.23513,0.994077,4.38451,1.0141
4.24234,0.992146,4.55823,1.05318
4.25266,0.994758,4.73944,1.09409
4.26912,0.998769,4.91492,1.13487
4.27404,0.997312,5.09501,1.17483
4.26838,0.993314,5.27459,1.21608
4.2569,0.991184,5.44857,1.25704
4.26981,0.995951,5.62488,1.29718
4.26868,0.991607,5.80884,1.33849
4.26562,0.987758,5.98773,1.37951
4.27231,0.990326,6.16242,1.41906
4.25945,0.983452,6.33347,1.4583
4.23902,0.97932,6.48633,1.49362
4.27699,0.988252,6.64076,1.52941
4.28264,0.986327,6.81705,1.5688
4.30993,0.99439,6.98694,1.60795
4.29412,0.996546,7.15668,1.64581
4.3053,1.00134,7.32394,1.68412
4.28675,0.995888,7.48832,1.72209
4.2777,0.997603,7.65667,1.75962
4.28568,0.991328,7.82777,1.79852
4.30501,0.99605,7.99714,1.83737
4.29013,0.994314,8.18172,1.88008
4.28734,0.991628,8.3405,1.91635
4.3061,1.00123,8.52174,1.95787
4.30021,1.00238,8.69864,1.99802
4.27747,0.995085,8.87225,2.03759
4.32469,1.00672,9.04944,2.07823
4.31533,1.00061,9.22437,2.1181
4.28096,0.996596,9.39401,2.157
4.26466,0.995119,9.57408,2.198
4.2457,0.991292,9.74296,2.23697
4.25734,0.994178,9.92214,2.27834
4.27026,0.990711,10.1037,2.31985
4.2526,0.987516,10.2773,2.35947
4.26105,0.993992,10.4491,2.39919
4.30128,1.00403,10.6103,2.43702
4.2834,1.00349,10.7819,2.47716
4.28405,1.00303,10.9602,2.51842
4.29823,1.00428,11.1443,2.56031
4.31003,1.00252,11.3072,2.59825
4.29514,0.998914,11.4783,2.63776
4.28685,0.998839,11.6517,2.67796
4.29676,0.995424,11.8242,2.71847
4.28189,0.995204,11.9956,2.75782
4.29544,1.00449,12.1564,2.7938
4.28999,1.00134,12.3301,2.834
4.28079,0.995582,12.513,2.87594
4.27785,0.990883,12.6838,2.91549
4.26231,0.990779,12.8582,2.95538
4.25399,0.994589,13.0362,2.99591
4.26976,1.00061,13.2142,3.03686
4.30974,1.00694,13.3814,3.07454
4.2727,0.996671,13.5433,3.11369
4.26285,0.993792,13.7262,3.15555
4.26223,0.990645,13.8808,3.19099
4.28376,0.995025,14.0433,3.22843
4.30087,0.998562,14.2147,3.26736
4.28604,0.997822,14.3924,3.30768
4.27998,1.00562,14.5633,3.34737
4.29979,1.01404,14.7402,3.38796
4.28144,1.00352,14.9154,3.42699
4.29777,1.00222,15.0961,3.46811
4.30565,1.00715,15.2755,3.50914
4.2715,0.999745,15.4365,3.54525
4.28928,1.00726,15.6193,3.58699
4.28727,1.00492,15.7975,3.62794
4.28941,1.00049,15.9685,3.66721
4.29473,0.99615,16.1377,3.70571
4.30806,1.00215,16.2997,3.74266
4.2823,0.999292,16.4819,3.78473
4.27788,1.00044,16.6743,3.82886
4.28273,1.0047,16.8552,3.87051
4.28788,1.00168,17.0347,3.91171
4.26925,0.994265,17.2183,3.95377
4.2915,1.00496,17.3712,3.98758
4.30329,1.0017,17.5518,4.02881
4.30785,1.00597,17.7283,4.06949
4.29766,1.00323,17.9071,4.11061
4.27801,0.99499,18.0865,4.15213
4.27991,0.994736,18.2707,4.19412
4.24086,0.992337,18.4395,4.2328
4.24317,0.993011,18.6241,4.27499
4.29696,1.00157,18.7878,4.31268
4.27791,0.995767,18.9656,4.35333
4.2587,0.989977,19.1286,4.39126
4.29517,0.997968,19.2915,4.42891
4.31059,1.005,19.4685,4.46938
4.31451,1.0053,19.6321,4.50685
4.2953,1.00094,19.8136,4.54905
4.30115,1.00521,19.9806,4.58738
4.28408,0.999829,20.1634,4.62951
4.29616,1.00247,20.3389,4.6698
4.30566,1.00873,20.5104,4.70919
4.29944,1.00737,20.6649,4.7443
4.27436,0.997337,20.8262,4.7813
4.27218,1.0008,20.9997,4.82039
4.29165,0.998518,21.1734,4.86017
4.30862,1.00515,21.3429,4.89898
4.32835,1.01442,21.5231,4.94036
4.29277,1.00366,21.6949,4.97945
4.27871,1.00225,21.8554,5.01586
4.29656,1.00419,22.0311,5.05614
4.29006,1.0048,22.2035,5.09548
4.29402,1.00808,22.3778,5.13526
4.30151,1.01003,22.5575,5.17677
4.26713,1.00101,22.7227,5.21479
4.27659,0.995601,22.8848,5.25191
4.30034,1.00249,23.0612,5.29226
4.30389,1.00092,23.2446,5.33427
4.26439,0.99354,23.4233,5.3751
4.26843,0.995346,23.5987,5.41538
4.27232,1.0004,23.7593,5.45236
4.2823,1.00583,23.931,5.49194
4.28241,1.00259,24.1028,5.53144
4.29642,1.00338,24.2843,5.5733
4.3055,1.00522,24.4585,5.61338
4.30112,1.00478,24.621,5.65081
4.28805,0.999376,24.804,5.69272
4.27296,0.995014,24.9775,5.73233
4.26674,0.989843,25.1521,5.7724
4.30716,1.00391,25.3339,5.81427
4.29426,1.0055,25.489,5.84949
4.29645,1.0066,25.6615,5.88905
4.31275,1.01202,25.8467,5.93167
4.31563,1.01246,26.0154,5.97059
4.32144,1.01068,26.1873,6.00999
4.30385,1.0127,26.3497,6.04719
4.32459,1.02065,26.5297,6.08839
4.30913,1.01444,26.7069,6.12921
4.31841,1.00983,26.8652,6.16556
4.33809,1.00884,27.0433,6.20642
4.35617,1.01461,27.2172,6.24614
4.3345,1.00862,27.3973,6.28745
4.34683,1.01174,27.5747,6.32835
4.34942,1.01781,27.7315,6.3643
4.34588,1.01784,27.9066,6.40441
4.33865,1.01707,28.0841,6.44522
4.33294,1.0167,28.2614,6.48544
4.36216,1.01984,28.4379,6.52597
4.38921,1.03312,28.5998,6.5627
4.40417,1.03062,28.768,6.60119
4.43762,1.04527,28.9464,6.64195
4.43022,1.04987,29.1257,6.68323
4.4271,1.03991,29.2805,6.71879
4.44241,1.0484,29.4616,6.76034
4.43455,1.04262,29.6355,6.80066
4.43328,1.0423,29.8164,6.84214
4.46031,1.04927,29.9883,6.88169
4.51138,1.06391,30.1636,6.92215
4.51416,1.06456,30.3312,6.96081
4.53551,1.06654,30.5023,6.99982
4.53633,1.06318,30.6708,7.03876
4.56787,1.07623,30.8389,7.07705
4.59086,1.07668,31.0103,7.11625
4.60911,1.07974,31.1852,7.15635
4.61379,1.08064,31.3743,7.19975
4.60933,1.08799,31.5415,7.23808
4.62209,1.09287,31.7115,7.27728
