5.2664,0.403655
5.35283,0.594081
5.29143,0.781852
5.41733,0.960985
-5.43471,1.092
-5.42,1.30733
-5.44932,1.52634
5.39336,1.65354
5.40422,1.85333
5.46328,2.04638
5.46661,2.25326
5.39641,2.43827
5.365,2.62773
5.32457,2.8276
5.15868,2.96818
5.22796,3.17007
5.3009,3.36938
5.22371,3.54561
5.20041,3.76565
5.22273,3.95972
5.05515,4.09644
5.03711,4.29811
5.07506,4.4921
4.97002,4.66073
5.0446,4.84904
4.99143,5.04633
5.01485,5.26205
5.02266,5.47945
4.97067,5.66464
5.04095,5.83497
5.16028,6.00069
5.24581,6.19358
5.33946,6.38198
5.42155,6.56797
5.48509,6.75815
-5.47426,6.96987
5.48638,7.16929
-5.48897,7.37307
-5.39339,7.54387
5.45375,7.67629
-5.41295,7.82566
-5.28607,7.99052
-5.33531,8.18731
-5.4364,8.36753
5.47285,8.54771
-5.44251,8.72508
-5.3915,8.90475
-5.2756,9.07928
-5.398,9.25208
-5.28689,9.42362
-5.12898,9.55916
-5.29675,9.66643
-5.38965,9.85235
-5.34626,10.0381
-5.49446,10.176
5.45369,10.3687
-5.4472,10.5666
-5.46134,10.7651
-5.36438,10.9368
-5.32055,11.1269
-5.42282,11.3046
-5.37802,11.5001
5.47267,11.6278
5.4174,11.8328
5.42665,12.0367
5.37552,12.2399
5.20035,12.3637
5.24385,12.5563
5.20217,12.762
5.31758,12.9238
5.44694,13.0634
5.35947,13.2313
5.21165,13.3838
5.24102,13.584
5.26736,13.7762
5.23485,13.9758
5.1651,14.1639
5.30209,14.3271
5.27727,14.5355
5.32545,14.7392
5.26005,14.9185
5.43541,14.9895
5.33219,15.1644
5.38917,15.3599
5.23092,15.4775
5.2652,15.6765
5.37736,15.852
5.4072,16.0523
5.47566,16.2608
-5.43227,16.4469
-5.40623,16.6549
5.48146,16.8167
-5.49991,17.009
-5.45522,17.214
-5.48767,17.4174
-5.48274,17.6186
5.32489,17.7044
5.32214,17.9111
5.40325,18.1093
5.48117,18.2945
5.33989,18.4244
5.34839,18.6193
5.274,18.8027
5.13643,18.958
5.09841,19.1505
5.00113,19.3373
4.92866,19.5153
5.0004,19.6927
5.05319,19.8854
5.06219,20.1001
5.15635,20.2698
5.1777,20.4712
5.12899,20.6669
5.18322,20.845
5.19873,21.0504
5.09831,21.2165
5.29886,21.2461
5.43262,21.3926
5.45385,21.5936
-5.42643,21.7593
-5.40103,21.9604
-5.33277,22.1729
-5.29336,22.3922
-5.33313,22.5874
-5.36545,22.7976
-5.35912,22.9912
-5.38915,23.2018
-5.41362,23.4022
5.45957,23.5694
5.4324,23.7808
5.4256,23.9888
5.4505,24.1845
5.37079,24.3734
5.32,24.5667
5.40267,24.7585
5.34078,24.9499
5.3167,25.1543
5.3779,25.3365
5.36032,25.5466
5.24976,25.7231
5.26067,25.9282
5.38418,26.0805
5.22425,26.2276
5.13168,26.3981
5.17552,26.6122
5.20827,26.8072
5.3084,26.9928
5.16396,27.1279
5.24508,27.3105
5.344,27.4785
5.39633,27.6716
5.43435,27.8817
5.43162,28.0795
5.30981,28.2573
5.36435,28.4757
5.30085,28.6795
5.23712,28.8655
5.2693,29.0528
5.35785,29.2444
5.47931,29.393
5.34684,29.5466
5.31003,29.7271
5.27758,29.923
5.21268,30.1204
5.2483,30.3309
5.39052,30.4872
5.30955,30.6834
5.35051,30.872
5.45227,31.0572
5.41847,31.2573
5.27642,31.396
5.41714,31.5375
5.3216,31.7248
5.42523,31.9002
5.46235,32.107
5.49429,32.3112
5.41648,32.4848
5.46435,32.6788
5.34298,32.8537
5.24804,33.0158
5.22911,33.2351
5.34787,33.428
5.38848,33.6248
5.47028,33.8183
-5.46283,34.012
-5.40954,34.1977
-5.30119,34.3477
-5.26136,34.5495
-5.37772,34.7105
-5.39881,34.9104
5.46259,35.0588
-5.48416,35.2589
-5.42959,35.4516
5.49382,35.6449
-5.41607,35.8461
5.42887,36.0019
5.26702,36.1234
5.29668,36.3236
5.17987,36.4802
5.17349,36.6777
-4.62115,0.2334
-4.79116,0.342721
-4.63588,0.486434
-4.66098,0.686711
-4.80585,0.826775
-4.81276,1.03286
-4.68327,1.18294
-4.73494,1.38262
-4.64579,1.57217
-4.4865,1.70282
-4.59447,1.88034
-4.6547,2.05829
-4.54997,2.24678
-4.63831,2.43931
-4.48231,2.56393
-4.34017,2.70978
-4.39948,2.91673
-4.50258,3.09523
-4.53878,3.27027
-4.61674,3.47432
-4.5845,3.67207
-4.6449,3.8647
-4.69952,4.074
-4.64374,4.26633
-4.65522,4.47205
-4.7561,4.65113
-4.5922,4.76682
-4.61998,4.97723
-4.6714,5.16423
-4.71216,5.37442
-4.67421,5.58146
-4.69189,5.78694
-4.70386,5.983
-4.70748,6.17929
-4.77332,6.37948
-4.66218,6.55892
-4.77118,6.74405
-4.70459,6.93889
-4.6998,7.14602
-4.60711,7.344
-4.40114,7.42554
-4.30756,7.5987
-4.34345,7.79599
-4.36375,8.01049
-4.34501,8.20468
-4.33724,8.42042
-4.37346,8.62391
-4.2483,8.80861
-4.14722,8.98688
-4.3325,9.1044
-4.39127,9.30452
-4.46927,9.49735
-4.36394,9.69165
-4.42581,9.87247
-4.34213,10.0521
-4.38583,10.238
-4.46552,10.4156
-4.43326,10.6305
-4.30343,10.7961
-4.29113,10.9904
-4.28905,11.2035
-4.1398,11.3315
-4.08543,11.5191
-4.18129,11.6951
-4.19713,11.8991
-4.24129,12.0871
-4.24235,12.2839
-4.40097,12.4089
-4.2905,12.5859
-4.28636,12.7946
-4.2418,12.992
-4.32388,13.1722
-4.48273,13.3052
-4.32662,13.4529
-4.351,13.6564
-4.39898,13.8615
-4.50363,14.0284
-4.41145,14.1985
-4.52057,14.3724
-4.62627,14.5196
-4.71291,14.7132
-4.70383,14.9085
-4.65667,15.0994
-4.75899,15.2836
-4.60831,15.4361
-4.72091,15.6112
-4.78293,15.801
-4.93232,15.9406
-4.80216,16.0885
-4.83541,16.2765
-4.82721,16.4637
-4.70528,16.63
-4.70665,16.8217
-4.69639,17.0235
-4.7399,17.217
-4.74974,17.4137
-4.5886,17.5392
-4.61426,17.7534
-4.55864,17.9375
-4.49613,18.1254
-4.65406,18.2439
-4.58905,18.4431
-4.53268,18.6224
-4.6393,18.8032
-4.58236,19.0197
-4.55074,19.2377
-4.43582,19.3869
-4.47713,19.5835
-4.56485,19.7653
-4.55336,19.9639
-4.64328,20.1417
-4.68867,20.3545
-4.6293,20.5419
-4.67738,20.7351
-4.66185,20.9457
-4.68594,21.1625
-4.57851,21.3309
-4.56834,21.5403
-4.53513,21.7365
-4.54506,21.9632
-4.61136,22.1656
-4.45714,22.3056
-4.52492,22.5115
-4.38508,22.645
-4.52705,22.79
-4.69644,22.9255
-4.72624,23.1242
-4.68855,23.3317
-4.65814,23.5358
-4.67472,23.7383
-4.59242,23.9266
-4.67885,24.1124
-4.62561,24.3028
-4.47161,24.4521
-4.32053,24.5811
-4.42044,24.7516
-4.45076,24.9499
-4.62746,25.0547
-4.48352,25.2084
-4.39842,25.3864
-4.56447,25.5183
-4.59816,25.7206
-4.68789,25.917
-4.53141,26.0601
-4.4895,26.2641
-4.36936,26.4227
-4.28435,26.5996
-4.29949,26.8182
-4.49795,26.8813
-4.39456,27.0567
-4.24529,27.1885
-4.36499,27.3478
-4.49551,27.493
-4.36517,27.6393
-4.32449,27.829
-4.4239,28.0081
-4.47932,28.1957
-4.43128,28.3931
-4.47852,28.6016
-4.6157,28.7585
-4.49607,28.9352
-4.43779,29.127
-4.30176,29.2722
-4.17234,29.4314
-4.20992,29.6208
-4.11537,29.7922
-4.13395,30.0097
-4.04328,30.1993
-4.04377,30.3901
-4.06517,30.5901
-3.87718,30.5596
-3.71898,30.6766
-3.82715,30.8555
-3.79949,31.0634
-3.73024,31.2438
-3.74823,31.4333
-3.68561,31.6254
-3.7509,31.8405
-3.76487,32.036
-3.69316,32.2471
-3.61003,32.4533
-3.7631,32.5968
-3.81814,32.7952
-3.85207,33.0098
-3.76039,33.1745
-3.69573,33.3457
-3.62153,33.5184
-3.53646,33.7048
-3.60791,33.8844
-3.55635,34.0935
-3.57543,34.3083
-3.46676,34.4651
-3.40701,34.6529
-3.35868,34.8474
-3.26589,35.0458
-3.23585,35.2588
-3.28331,35.4547
-3.14761,35.6089
-3.2218,35.8088
-3.18034,36.0035
-3.78769,0.226023
-3.73508,0.431568
-3.76012,0.632123
-3.7509,0.836378
-3.63727,1.0121
-3.75287,1.19298
-3.82616,1.37673
-3.63057,1.45309
-3.54024,1.62407
-3.66313,1.77061
-3.55061,1.94111
-3.4539,2.1244
-3.40337,2.30602
-3.4058,2.50436
-3.40872,2.70176
-3.58208,2.79464
-3.45026,2.94477
-3.4822,3.14643
-3.54032,3.34629
-3.61521,3.5353
-3.57394,3.73547
-3.59825,3.93467
-3.58512,4.15808
-3.60133,4.35476
-3.63692,4.56479
-3.62164,4.78334
-3.58419,4.98957
-3.62479,5.19846
-3.4871,5.35191
-3.50849,5.54593
-3.3696,5.6804
-3.45032,5.86366
-3.48847,6.05168
-3.42166,6.27036
-3.43928,6.46472
-3.3736,6.65615
-3.26632,6.82535
-3.26858,7.01905
-3.17972,7.20036
-3.20371,7.40524
-3.18433,7.63242
-3.16558,7.83192
-3.05061,7.99647
-3.00743,8.20536
-2.9349,8.3974
-2.96212,8.6056
-2.9313,8.81221
-2.8956,9.02706
-2.8336,9.21646
-2.91246,9.41189
-2.88815,9.60905
-2.85382,9.81133
-2.86227,10.0256
-2.69165,10.1491
-2.65404,10.3523
-2.77173,10.5136
-2.85469,10.7058
-2.82428,10.9011
-2.87856,11.0919
-2.97416,11.2656
-3.00244,11.4618
-3.00653,11.6601
-2.95693,11.8526
-3.04827,12.048
-3.13004,12.2246
-3.19221,12.4189
-3.11188,12.6067
-3.13278,12.8186
-3.00324,12.9794
-3.15031,13.1043
-3.25461,13.287
-3.39102,13.4326
-3.4143,13.6342
-3.40065,13.8335
-3.55162,13.9774
-3.48161,14.1687
-3.42887,14.3571
-3.37941,14.5582
-3.21933,14.7
-3.19268,14.9004
-3.22169,15.1095
-3.12296,15.2904
-3.13088,15.4937
-3.08774,15.6922
-2.91587,15.7962
-2.75511,15.919
-2.73177,16.1253
-2.69598,16.3171
-2.77404,16.516
-2.8549,16.7048
-2.70968,16.8357
-2.6777,17.0348
-2.82749,17.1933
-2.74688,17.3861
-2.86912,17.5684
-2.87041,17.7694
-2.80578,17.9572
-2.921,18.1513
-3.05598,18.2994
-3.14039,18.4915
-3.07606,18.6949
-3.03636,18.8853
-3.2295,18.9506
-3.09856,19.1025
-3.14526,19.3108
-3.12695,19.5202
-3.20388,19.72
-3.22745,19.916
-3.14308,20.0769
-3.22949,20.2735
-3.31107,20.4588
-3.36977,20.6599
-3.38279,20.8701
-3.31709,21.0564
-3.12871,21.1567
-3.03484,21.335
-3.06272,21.5355
-3.1684,21.7219
-3.2201,21.9328
-3.16468,22.1402
-3.22324,22.3324
-3.12306,22.503
-3.21258,22.6894
-3.30951,22.8701
-3.34788,23.0737
-3.4031,23.2629
-3.41667,23.4634
-3.48193,23.6673
-3.49656,23.8638
-3.45776,24.0704
-3.27009,24.146
-3.30426,24.3336
-3.29719,24.5313
-3.15572,24.6784
-3.08917,24.8749
-3.05024,25.0817
-2.93025,25.2478
-3.03424,25.4148
-3.07279,25.6269
-3.10206,25.831
-3.12708,26.0207
-3.26147,26.1729
-3.20422,26.3797
-3.30231,26.5676
-3.27241,26.7761
-3.21284,26.9698
-3.14815,27.1686
-3.0436,27.3376
-3.20934,27.4614
-3.32301,27.6251
-3.34866,27.8315
-3.43825,28.0077
-3.59975,28.1386
-3.50172,28.3199
-3.55665,28.5199
-3.6956,28.6634
-3.62822,28.8486
-3.55608,29.0363
-3.40893,29.1479
-3.36729,29.3394
-3.23718,29.5177
-3.13893,29.6909
-3.11343,29.9009
-3.02077,30.0737
-2.93498,30.2596
-3.08107,30.4231
-3.16547,30.6162
-3.16875,30.818
-3.13821,31.0248
-3.16215,31.2386
-3.07813,31.4194
-2.94152,31.5679
-2.73933,31.6376
-2.84299,31.8211
-2.94881,31.9996
-2.88219,32.1977
-2.98041,32.3917
-2.98715,32.5986
-2.92064,32.7794
-2.90055,32.9987
-2.93324,33.2243
-2.94119,33.4532
-2.9532,33.6676
-2.8931,33.8528
-2.75917,34.0099
-2.69298,34.1975
-2.67526,34.406
-2.82748,34.5544
-2.86098,34.7654
-2.7242,34.9375
-2.65103,35.1328
-2.58835,35.3319
-2.60662,35.5416
-2.6435,35.7507
-2.62824,35.9362
-2.46156,36.0731
-2.59547,36.2118
-2.45394,36.3471
-2.36029,36.5301
-2.248,36.6846
-2.12984,0.383778
-2.06772,0.592781
-2.14784,0.777111
-2.16496,0.976015
-2.34847,1.01002
-2.47763,1.17357
-2.36146,1.3512
-2.32305,1.56113
-2.42947,1.72527
-2.30989,1.89245
