Amplitude, nodes, Phase
-0.5235477634198522,4,5.360137893831705
-0.3926129565270891,17,0.9141014692792495
-0.3412815488093169,18,5.508783951855121
-0.4396622961515144,11,0.35467382848848134
-0.4320638890455114,14,2.0963755119411394
-0.5923892463810883,3,0.41266992427774174
-0.5149298721318933,12,2.717451335775818
-0.10799577399924881,15,5.101379395051542
-0.030521404754499576,6,0.09069226533758952
-0.38454118039300683,18,3.464331799668899
-0.6796359417224961,2,3.536886699703114
-0.4331794394499467,11,3.34140345280295
-0.38074703840351,16,3.2335498480884133
-0.452388054443862,8,4.139494788044035
-0.15408369637852742,16,3.6324883097320546
-0.6746014133320567,2,3.5564630568612716
-0.034582019628434886,8,4.338444980304081
-0.4262963695661271,7,0.7919735758542994
-0.057650294266704406,18,1.1777488399404779
-0.11496424325258839,3,5.340710755902904
-0.6609408085856449,1,3.341134549914729
-0.21042224921626929,20,2.698990305943488
-0.40336736247170896,20,3.1501084593384228
-0.30763956361328604,6,5.136607782783543
-0.5580272766453847,5,1.7214408880210252
-0.3290833409177086,4,3.874807291310775
-0.4534664518649237,2,3.7259004183648003
-0.055114928405381486,8,4.013699447566827
-0.4752222026078655,5,5.054938936412995
-0.4397736326224496,10,1.5462358594783265
-0.43692541455605993,11,2.1333658851094786
-0.1594835135135355,1,0.4633943346325659
-0.31865354590478656,19,6.0465856303825705
-0.29843805868937157,1,2.970140757428848
-0.45716075205733886,17,5.423575169382613
-0.13806143115835806,4,2.523417056540967
-0.10951135828775282,14,1.6616880517710206
-0.46737219196848107,12,2.8481977548509585
-0.39695585663625255,18,2.0918781947189147
-0.04056446326109883,18,4.098984275704374
-0.05377610501172312,14,5.99758097775887
-0.5945936734533039,2,5.220396096293887
-0.4247408054260178,1,1.209537373605781
-0.20703489004487818,13,4.889815476666888
-0.35007427252323997,12,5.463203565155096
-0.14772300804915212,18,1.7515620949242499
-0.5244569896809932,5,0.6952501974666778
-0.12359072763638498,5,6.246727866779132
-0.2946863204050126,14,3.3858368216149435
-0.30763504130458447,4,5.920707036404996
-0.29447127206765655,1,0.7574215937851134
-0.6085015277061715,18,1.9851449897406928
-0.15813838806755792,17,2.7232092573993794
-0.41133587826327683,16,5.640395991087147
-0.5496359552533556,18,4.772203089749944
-0.10492166950128944,20,1.6519763315370704
-0.285654307469403,3,6.159449657016422
-0.1329144868799883,15,4.655429124701185
-0.5000328011442217,8,4.3613247569145654
-0.5831007550176376,19,1.4107089594105697
