Amplitude, nodes, Phase
-0.019550775300203875,6,6.234623172751699
-0.037920745218616575,3,1.4365895245171627
-0.14197918486709948,11,1.051495141581029
-0.1065622987600613,10,3.476748924868723
-0.10466065813043368,12,4.371118743160893
-0.07122663454803815,13,4.307533629032529
-0.032944508178432544,20,0.23692483949863039
-0.048236493505905004,16,5.151331311006968
-0.09658962492323048,11,6.037859187247093
-0.025951298218951903,10,4.806912674046594
-0.022021528463102295,15,3.9950700766545255
-0.12477052844638005,8,0.655710288565017
-0.016317480769967137,4,1.225259585292836
-0.09454496795798123,10,1.080314611516827
-0.11600368664325955,3,4.955379756443125
-0.049645572380178804,20,2.766815942860119
-0.04223421585688016,11,2.4189273250899936
-0.04490980595962754,11,3.3445620778322107
-0.017611940317138242,12,5.963612522863828
-0.028859012541791386,3,0.499988449500635
-0.03823539090133328,13,2.706412056913817
-0.05365668230228638,19,5.635326758497796
-0.1384398345885347,14,2.193959940812753
-0.08449454246248649,11,3.317817524849609
-0.024695332673550396,9,1.5782416994688602
-0.060902315400371505,11,4.920880075085013
-0.031570908168741973,18,1.0352353434573907
-0.07314721537103341,8,3.9076363312546523
-0.1527051407168007,7,5.348239379128095
-0.1496172076541858,16,4.420568770565197
-0.016801732282167636,16,0.19903978766079494
-0.02332502668450136,9,0.7712994002105868
-0.0727827606332869,6,3.5974219040999533
-0.04223335335854189,19,5.77093177806919
-0.12705179185554333,15,0.8502850358497274
-0.02001985245677912,4,1.033571501490955
-0.05584617100556961,5,1.6301827865684515
-0.133824980334885,12,5.2885436439188895
-0.04795667917227334,15,3.0020911062391353
-0.09701914430817285,20,4.803468165137771
-0.1342198336405463,3,3.374253518347217
-0.026123457624548728,16,0.5959304475715995
-0.07779882988038545,7,3.1162309700932482
-0.025710524691513366,2,5.2027428146822094
-0.05577042075079345,3,1.67984051076361
-0.035388828914054954,9,1.366163844640677
-0.06087922569849656,5,0.5507219345570178
-0.0765822567641752,9,2.8533785272056313
-0.08987684717820638,20,4.46861780496865
-0.14514519657466252,5,5.594148281905124
-0.06954330099763739,19,3.253822765937215
-0.12281435596816001,19,6.253620388131542
-0.15131268004370024,13,4.8409852394516495
-0.0695424270781696,1,3.960654246541566
-0.11820014522295368,7,4.558134972709814
-0.0889089420336159,12,1.2447417327992525
-0.042379202554638416,19,0.8191004133475971
-0.09229019039539024,7,2.0451691831015606
-0.10229037683383575,1,3.9706574905128087
-0.1272646118227884,12,2.17207966313276
