Amplitude, nodes, Phase
-0.28584006994825784,5,3.9617035635533044
-20.189573589223034,6,4.634326139291409
-17.752823763884617,8,3.6585442321029733
-18.42682116465335,8,2.9634123443591895
-2.072727578684244,1,1.7050991997559644
-15.376744253380847,20,2.682656474817095
-16.287566887360654,2,3.713058409990995
-9.527060830752278,13,2.1288175072127564
-22.77403197626357,20,6.154374047911081
-18.64213688994378,10,4.129062125690847
-6.172300919800666,1,0.2408782677267637
-14.097838242546024,10,2.7244255245553055
-3.783054704025252,16,5.843022587085277
-18.15990907323364,5,2.5829276501471194
-16.420593651587282,6,0.9988775963681168
-2.6865766833424263,17,5.287308237472519
-23.010440543884037,6,2.170687094251117
-14.238929650971901,1,0.030130727962347052
-10.77798482880026,13,2.5273728376797906
-4.828984821161078,14,2.2086715514316433
-6.148270085164014,12,3.2254537243828545
-8.393735415709855,8,2.2686609614958906
-7.663079800299976,4,2.3501970638429306
-14.986915987765789,14,3.047271257187392
-16.445940433023257,2,5.585837587186108
-11.646682535461172,15,1.97184811637365
-18.53443986850241,10,2.1782080701517996
-18.58576169467064,20,4.605180675512544
-6.309019180348575,18,6.179419379056547
-14.811242711914241,10,4.091428563578347
-22.082259852267924,15,0.6160769956797018
-10.18870776150875,2,0.8842230466408754
-22.284915823583937,8,0.2914960093324555
-6.67142472298285,6,4.9871671940712625
-2.5779178191277006,10,3.5006297502638315
-18.997381258623864,7,0.29272460309503107
-18.668643209285424,15,2.023536396904224
-7.563502344497185,10,5.123813275972241
-3.103189361166889,8,1.8465451454525228
-14.4688405090377,13,4.605643140244793
-13.264106617761776,5,2.495059718159859
-10.423402639735189,9,5.458522257861578
-3.5285202566501854,14,3.0793459329543693
-14.225958079339016,4,2.9217139619076327
-1.3040522000919696,14,1.641031607786553
-1.2708745177693883,6,5.600714125676458
-13.174733129627684,15,2.562435366448797
-14.119583178958877,14,1.6197696173761453
-6.971802664640554,4,3.620098498395824
-15.649423614114392,7,1.5333673317668415
-9.577693414382555,15,4.246111054562141
-5.538027919359823,20,4.944134770816159
-6.425678595690912,6,3.274944965557645
-5.539248569815085,9,1.598850398861868
-13.286306888635188,7,1.9485834732731642
-2.360799905462769,10,3.599137269288176
-13.591148225819142,13,5.803221124909513
-2.404945776685654,17,4.7024260154075455
-2.644438171202454,6,5.105634993926201
-2.2145182432809696,3,5.802700555818668
